51950
32324 704783 53916
64 352 353
8 55 155
8 60 157
226 56 86
251662 311875 389189
48 50 137
78 129 163
165 448 402
159 134 306
105 19 134
312 230 310
310385 4907 779999
263 165 401
157 200 362
58 156 154
28 160 158
403 192 131
158 137 221
349 404 193
976944 597779 950299
133 20 48
305 303 362
160 48 156
160 59 46
157 359 202
304 154 202
966585 359767 436145
274 394 612
63 107 307
892611 222659 409545
160 102 197
25 58 24
396 303 220
395 360 220
4 157 136
852800 697016 852727
131 160 308
312 193 452
222453 908841 521858
304 616 461
566 222 297
227 197 274
27 227 98
17 104 86
223 277 299
42 80 133
189 263 450
440628 163242 188214
557 559 402
364 365 462
449 163 267
7 47 135
310 401 228
104 197 100
189 448 265
191969 937704 402419
129 63 195
198 138 199
533574 746036 746145
272 140 220
498684 293905 707298
273 200 569
313 402 268
221 463 494
60 86 198
224 359 361
83 102 51
47 197 225
10 60 195
107 193 161
312 265 60
271520 736209 946617
649157 591254 649126
224810 946661 134593
191 310 268
541439 541467 492173
358 301 459
163 266 43
111858 113099 111859
158 48 89
224 200 614
731568 366714 366510
421346 1237529 2081846
212036 612098 936859
105 133 100
44 268 46
869952 22949 73014
84 134 275
458 392 496
558 312 161
191 133 270
47 271 88
197 224 303
133 137 138
270 136 202
45 58 87
672008 277904 277665
157 305 199
60 135 136
403 450 82
18 132 137
43 194 197
162 267 195
458 394 276
265 402 504
157 151 301
48851 952430 311347
233 190 105
103572 472772 264098
363743 555268 931478
222 220 496
105 269 47
85 88 98
197 357 203
18 28 45
191 160 355
822573 2883636 2630867
272 155 393
293141 224152 352035
59 57 88
60 160 155
159 158 222
389692 331280 389731
129 131 355
801931 2925296 2924631
20 27 54
351 194 354
314 164 311
456 359 301
105 196 135
47 272 139
351 131 193
46 90 223
58 198 153
639763 568409 361955
768601 1689828 4602319
157 274 152
80 192 195
24 86 98
59 48 156
88 199 140
265 107 307
405 190 506
231 310 131
229 354 504
85 138 200
28 159 26
271 157 200
200 613 495
179622 113875 701945
190 267 229
26 98 97
625 403 266
233770 54382 140668
231 507 561
406 449 309
105 60 159
265 310 103
230 193 134
84 102 201
8 60 100
199 301 219
128 192 268
207344 207052 660674
448 265 231
61 161 103
311 131 102
191 403 130
520600 300731 555055
57 138 96
43 27 58
356 135 139
25 86 139
350 352 402
370829 796003 795772
313 266 506
423760 83642 424055
162 401 228
158 305 276
509 508 230
498 614 571
566 222 462
108 60 104
194 55 138
351 192 355
449 559 131
193 57 135
63 81 132
159 134 197
155 274 298
80 269 196
272 137 223
28 47 50
194 20 84
157 273 394
403 106 59
616 199 362
135 99 156
255954 255861 154188
57 56 101
270 197 157
719418 390563 975127
159 272 88
265 354 103
107 163 103
43 44 133
199 497 570
746863 333024 686828
156 304 221
164 310 193
46 198 201
160 48 56
262081 382310 644182
221 302 366
396 273 298
231 29 195
358 298 391
169881 993220 189379
81 193 307
280160 163523 271671
350 404 401
27 197 271
44 20 56
17 28 58
191 451 309
26 102 99
27 155 223
405 232 162
640798 395974 254768
190 508 229
105 195 20
229 194 46
509 129 309
312 352 506
231530 1448301 616891
921167 1165466 2304899
459893 602444 263661
264 266 505
164 312 266
223 203 361
933765 453695 414960
313155 1126582 403203
62 61 44
153 141 202
137 152 151
196 157 303
42 61 270
109 448 311
135 156 302
194 268 356
136 198 223
56 87 99
569036 424346 568952
626 350 450
311 229 103
27 57 53
509 448 230
566 394 495
300 299 390
45 27 135
105 268 59
851380 626441 340632
879563 691299 710925
229 268 195
624 351 506
156 200 202
651928 860129 860227
231 450 104
141 275 302
132 58 50
157 201 221
675449 675398 577780
100 396 362
199 364 365
45 47 87
479922 479831 645597
489501 990082 989841
150922 350205 350371
395 221 302
311 192 227
280634 285848 280630
266 352 83
88 138 223
27 158 97
128 132 308
75293 75344 113935
18 102 50
747360 587198 34093
939093 570263 320685
560 309 621
84 53 155
313 191 231
192 230 355
105 82 158
107 267 134
157 225 358
435745 2214639 1237690
42 105 354
457 222 275
195 226 154
978654 518304 978874
558 404 267
798355 346683 329320
510 192 506
131 267 45
58 135 97
164 401 132
779280 779331 671078
139973 90921 119392
59 134 156
65690 551900 546315
231 267 59
10 18 84
266 19 47
720294 865665 66845
227 96 222
192 266 452
139 154 204
109 507 267
224 221 460
528927 885380 899492
269 159 102
17 131 4
136 156 224
85 139 151
341010 132512 113921
356 157 203
562326 611115 611089
134 196 275
131 193 18
86 396 221
490291 958573 2058991
131 19 195
107 62 61
9 61 137
456 304 498
456 458 220
136 198 199
788785 260706 582012
165 129 107
104 57 85
351 80 160
129 354 307
462291 1461723 1389203
971611 971629 928654
532519 525397 532523
160 7 47
197 395 275
180847 125005 26276
352 105 227
45 133 159
316168 315928 71968
83 102 157
575845 444003 575920
61 101 51
10 18 102
132 55 156
106 268 59
135257 659962 248070
48 85 157
106 162 161
227 85 49
189 164 311
358 202 276
6 25 57
161 227 196
159 134 197
86 136 302
608730 608622 419784
926298 192179 999741
444174 724377 85230
500 365 389
159 101 155
134 102 101
753025 734017 944139
131 196 47
221 392 461
89 98 96
231 230 193
138 199 278
366149 90745 365901
406 190 192
193 9 20
129 269 59
396 274 360
107 60 307
100 303 393
129 81 228
276 278 279
714455 426975 714298
103 47 139
30 19 225
108 268 228
224850 782111 520324
614624 697525 222689
305 303 277
58 156 199
352 62 310
362 363 298
100 141 302
158 305 360
80 82 159
266 106 353
135 136 138
497 363 298
17 105 194
306 157 275
273 275 361
958321 682319 255046
60 138 223
203770 203872 106615
403 193 353
832287 6593593 3251658
165 508 163
84 135 56
48 55 100
193 28 269
8 49 100
741646 881371 822266
163 132 59
225 201 360
163 162 160
451 309 354
545043 442222 291645
128 231 353
559 231 192
269 58 225
190 265 229
358 396 223
984468 203233 984026
223 462 571
226333 954974 739402
193 228 158
109 108 400
195 26 197
86 272 152
192 162 400
313 352 267
193 194 59
815455 246037 165372
227 48 88
61 50 100
223 220 363
366479 47077 151356
87 100 141
84 270 220
18 46 54
158 198 202
101 275 302
274 302 459
456 224 300
164 352 308
228 400 159
30 195 46
230 308 58
861399 861185 1416408
193 18 49
221 394 203
194 83 84
8 101 55
8 58 137
131 161 45
274 276 301
232 162 353
474281 219311 219131
228 46 90
312 105 505
62 269 103
647881 1725307 1724892
161 60 57
82954 82861 30462
48 55 89
161 101 100
271 101 139
42 59 307
47 158 198
232 191 308
500 277 362
449 80 162
359 221 363
197 455 225
135 303 218
85 157 100
234 233 264
264 265 451
274 300 497
64 61 399
134 55 87
313 311 132
75008 54167 75041
446096 936254 783591
80 309 228
158 304 202
196 49 156
557 129 310
160 45 100
269 46 196
158 135 138
192923 193094 52409
481542 931677 291031
132 49 56
16 42 48
109 401 452
155 300 362
352 134 270
197 362 218
625 352 267
104 46 89
156 200 302
163 230 268
256266 139404 105644
79 354 228
192 104 355
236741 108631 74834
312 400 227
305 397 156
31 104 308
189 559 268
223 362 460
84 270 272
194 20 103
272 222 279
228 133 59
299 391 495
164 193 82
509237 509336 349899
409524 895149 862748
192 308 269
21 57 53
155 273 139
29 23 49
625 561 505
945770 244052 760544
536313 1573803 3014353
192 352 310
74365 953950 683893
626226 1204923 1405949
4 82 24
398 198 203
61 27 84
196181 37369 196384
506 354 104
56 225 137
18 103 158
499 300 391
80 268 27
79 129 104
129 131 82
353 105 133
824209 413275 69976
159 25 58
619870 1772272 620314
47 100 200
457926 922609 271500
38491 37200 37203
740497 428090 21041
199 274 202
305291 1001606 913442
428046 1061833 1062140
240344 301472 301424
1 5 84
101 225 136
568 498 391
18 86 101
142174 115789 142144
358 360 391
19 59 48
19 158 136
313 509 162
134 24 197
310 161 132
30 270 48
198 275 361
641467 308929 641266
222 394 301
304 394 494
619277 634105 378101
264 507 230
759749 759731 798656
162 82 132
500 275 612
79 194 268
227 84 48
30 105 8
45 27 156
277 613 366
190 401 308
765519 647785 831233
395 222 571
311 308 58
81840 24585 81945
266 309 44
917921 32396 1196
83 47 225
264 404 265
42 43 193
44 135 49
61 134 157
499 361 570
509 559 131
106 162 401
231 131 451
405 164 130
351 231 106
231 30 43
749726 461218 401846
56 89 222
230 194 102
230 82 85
585809 4089086 2193711
969021 820893 969085
60 20 103
22384 873 22286
358 304 152
230 309 132
270 139 140
193 27 102
350 351 561
162 133 48
189 230 193
62 43 160
499 276 570
962520 962511 942368
108 404 229
231 82 453
159 197 157
329535 2171120 1234867
99 156 276
232 353 562
162 61 59
42 106 29
154 303 499
154759 121882 52138
265 106 506
80 82 133
222 275 393
83 103 273
505 268 400
230 196 157
85 197 396
99 156 155
626 349 233
8378 597858 843967
270 198 200
281530 517440 703020
105 59 58
271 101 154
405 128 354
736156 952288 260825
533930 950686 312177
79 81 227
19 157 98
100 223 201
221 278 460
152 221 362
645436 420953 645309
103 87 100
57 135 273
25 56 136
59 23 157
505134 691131 768627
192 266 194
265 231 507
162 193 47
303354 232542 303410
63 81 399
231 59 399
4 7 50
426633 135923 80792
448 266 104
197 357 359
623 506 622
455 137 361
83 57 157
103 159 85
767103 766714 159997
717437 344338 687175
133 158 56
231 309 355
273 277 364
164 266 562
43 44 160
359 303 274
379096 2133421 1100035
136 137 392
945977 744292 306711
195 99 223
303 361 278
310 194 160
199 567 494
3 83 158
264 508 401
332190 421935 247355
165 507 401
20 27 48
618841 963388 210145
47 271 140
84 224 304
100284 100361 49183
682562 1556150 1168002
285731 628228 458755
159 49 86
225 198 359
499 275 361
131 229 44
403 230 505
103 225 155
498 497 299
136 199 360
160 26 58
135 56 155
447 403 161
359 567 614
405 105 194
106 81 400
448 402 622
56 136 155
43 193 160
655151 881371 595955
23534 734803 822485
225 224 151
224 155 359
46 48 197
7 57 87
401 82 104
311 307 196
79 230 354
328309 859651 335604
446535 929993 1400039
156 219 393
221 394 276
307 97 275
267 61 60
158 139 220
9 61 59
62 43 61
4 25 58
18 160 27
349 190 268
820277 16055 790148
163 60 133
690201 708641 708650
226 101 140
138 154 222
230 193 45
353 354 307
275 302 362
404 451 268
85 357 301
851827 727051 64480
20 159 25
61 134 51
233 164 228
912369 37376 7631
4 134 47
82 133 100
350 506 161
105 44 194
190 311 104
131 133 103
714291 112409 713874
59 134 201
132235 442318 149014
196 356 156
498 361 299
304 222 394
311 353 354
189 128 130
195 59 101
129 560 131
17 159 85
8 224 98
272 154 218
30 17 194
163 106 229
310 401 160
341509 377754 191900
131 158 135
43 81 9
265 130 451
587630 364186 484534
106 193 229
243050 243149 137826
128 449 163
351 231 162
109 130 400
159799 868629 734784
452 104 228
198534 128659 377218
304 155 200
63 352 400
110941 329448 825917
378846 1483632 1237653
314 313 267
510 509 450
21 57 49
195 135 155
17 131 46
49 55 88
271 272 137
80 192 29
7 85 54
884846 292659 884519
314 558 164
304 202 393
58 301 361
226 222 204
457 391 612
233 507 506
83 27 158
26 198 54
29 133 85
160 195 56
108 61 269
405 163 132
351 194 269
550506 518295 550524
281193 281173 255803
165 560 401
420039 316473 184528
885939 886567 29661
101 100 274
84 48 139
85 87 136
164 507 353
458 361 460
369745 505447 505363
224 499 366
227 154 201
367888 570976 68021
162 159 48
615 393 364
103 201 222
100 301 362
507 106 308
270 303 222
398 271 301
129 310 353
310 267 355
129 507 310
80 267 270
360 277 300
100 136 223
316034 315953 215112
29 104 307
158 99 221
495896 979954 73409
42 130 27
541592 482349 572029
231 311 269
131 229 133
82 194 104
268 83 399
198 273 152
352 310 193
43 9 100
455 156 457
128 448 312
313 191 451
597658 423079 242910
271 273 141
110098 110041 69216
155 277 299
157 138 140
174046 186956 174033
349 559 560
44 228 56
230 229 101
230 105 161
306 153 202
135 358 137
987934 363208 988253
456 568 392
725070 111153 246194
191 267 309
57 225 199
156 274 614
190 508 621
508 311 267
233 558 352
404 267 452
362298 997176 997500
80 62 160
29 133 55
191 265 105
265 194 355
162 228 102
457 202 219
358 301 277
197 204 219
198 303 278
339086 755876 803493
304 497 461
616 274 300
192 44 102
359 200 274
194 84 57
225 200 302
104 228 227
194 159 26
221 361 390
403 193 82
135 198 156
394618 913518 781465
7 47 158
502563 739391 482903
265 131 269
103 58 55
719461 719573 505597
359 154 458
311 403 161
943222 2302853 943668
614 362 497
58 135 397
62 132 56
80 82 133
106 81 57
449 450 309
10 17 25
80 230 229
264001 554820 811273
82 60 158
304 98 152
230 402 399
26 196 135
101 198 276
235636 428259 988811
128 354 504
404 561 452
156 396 221
4 18 48
399663 844843 694042
275 298 365
161 24 85
107 230 353
920406 965630 965611
219 277 278
693263 116860 797527
29 196 225
47 197 155
104 56 199
402 506 401
169247 169508 535776
811095 471822 832220
17 161 132
476755 476490 1028335
223 276 459
133 57 156
223 460 364
161 99 156
225 200 301
162 18 197
190 351 450
130 194 134
268 19 227
513162 582418 95648
156 498 300
27 26 134
194 19 196
17 49 100
18 160 50
405 232 560
560587 579072 579082
58 395 276
476160 28339 14052
104 160 50
128 403 401
508 162 353
458 219 300
105 161 104
314 189 561
266 162 400
134 135 200
10 194 228
397 304 363
100 199 139
129 231 194
228 47 48
357 198 273
529934 674144 674068
137177 212546 212472
272 155 303
196 226 138
59 84 56
27 57 198
396 200 201
199 393 495
312 191 355
826583 199808 213985
314 405 623
563031 563164 344106
395 277 495
4 82 19
396 301 278
601681 613132 613138
193 58 102
230 43 134
790278 790720 2046221
359 303 497
98 139 153
396 459 365
267 82 28
58 276 301
832927 439557 555438
137 303 140
101 198 98
25 136 198
198 304 299
41 43 353
137 395 299
200 221 361
160 157 199
840006 682127 682053
190 448 267
359 277 366
95766 178580 95673
108 164 449
412730 412842 255314
127 449 162
312878 299607 277791
86 157 55
61 196 56
351 63 192
49088 980372 541584
774454 775064 17749
27 25 87
136 272 303
106 193 160
72955 336555 355284
191 449 132
457 392 391
20 49 156
422497 510162 624577
310 43 161
457 201 221
635575 344595 737538
80 161 18
500 274 220
881535 86134 482123
136 300 362
224 458 462
198 360 297
134 303 274
265 82 103
272 396 500
360 202 393
226 200 140
47 305 272
57 200 140
76414 76291 181693
221 220 300
350 81 161
161 44 59
59 159 25
102 158 135
109 405 449
60 195 103
496369 737967 502329
105 18 159
671296 1121422 671491
48406 866183 44484
166349 251557 807269
87 99 156
103 157 97
131 28 103
359 223 299
29 82 58
223 151 220
393 497 612
314299 806758 1723974
163 42 58
265 162 353
266 48 85
401 268 195
164 508 267
82 268 356
75416 93000 984350
83 196 158
44 50 87
264 311 452
241380 124129 921609
233 264 560
131 267 161
87 138 223
60 59 57
64 352 81
80 45 159
275 394 570
131 451 504
266 268 308
27 56 275
232 507 623
827367 222191 323636
225 304 275
134 274 151
4 45 26
64675 475521 873782
313 508 163
263 191 161
135 138 223
130 105 26
500 200 364
198194 153766 192388
457 274 612
243736 456184 897935
998297 442322 200798
80 62 194
163285 127690 163246
81 27 48
46 224 90
234 352 193
156 568 298
153 222 152
28 196 136
448 559 505
199 273 361
208304 208415 102144
59 46 158
397 301 461
84 158 303
106 82 195
272 155 275
303 395 297
160 20 134
3 20 157
106 310 133
83 89 138
197 273 300
43 61 46
240882 690546 9569
28 159 225
509 506 561
233 161 229
85 303 300
200 498 299
162 193 84
134 97 221
395 299 391
1 28 102
21 58 50
209389 47328 977272
603724 101681 953522
61 228 133
218647 198594 218664
567176 1931106 662292
87 136 99
403 402 506
227 273 275
160 226 136
349 624 162
106 9 103
192 270 356
156 200 394
45 27 225
264 229 562
606150 543063 606184
29 45 103
225 396 300
201 302 391
946529 1251128 1251247
78 450 451
358 395 391
820376 453941 820565
161 84 57
616 303 494
26357 41571 236549
58 223 201
371003 290006 375587
105 161 19
101 273 302
192 29 307
669839 575503 575552
16 193 61
8 20 98
13691 630545 514728
686463 654531 406365
160 20 59
780528 878626 878670
396 361 497
229 269 356
730228 1275813 2898378
833517 620517 504157
93759 602318 870179
449 266 229
84 272 153
378812 379091 74654
793120 951657 862953
192 82 308
45 102 199
769884 896856 896913
31409 31434 21214
47 57 200
147128 324588 324740
16 160 159
82 83 58
930192 19839 104859
17 61 197
195 102 100
264 403 266
251039 373664 253590
484376 297551 297674
82 268 354
106 29 161
157 199 219
214124 610803 387607
198 360 393
48 224 139
57 198 220
60 135 87
360 275 218
17 132 25
79 129 229
393 299 392
128 105 194
500 499 277
44 194 26
161 59 23
230 132 158
233 231 230
273 274 298
396 200 458
272 304 275
271 203 278
615 496 611
189 448 191
557 404 402
135 154 152
84 86 157
357 156 393
134 102 135
107 452 504
221 301 497
131 83 159
83 25 48
949353 946922 523492
81 194 227
566 395 390
18 59 55
62 106 306
711389 1843499 885809
448 312 265
357 396 223
490266 723407 670373
959649 959811 1387896
106 61 59
313161 1733634 806577
231 132 307
97911 405514 163923
357 304 361
607878 413981 824115
48 56 272
240226 86102 27855
81 268 400
82 83 355
134 58 274
304 274 299
136 304 393
640343 964169 22499
18 195 136
88 156 153
886664 4843950 1605021
308 45 195
197 276 363
46 358 140
311 266 61
405 310 353
614 362 570
30 106 158
100 155 139
155 276 459
305 137 151
26 100 199
752656 823005 739412
87 138 139
84 226 358
230 310 133
625 231 229
48 135 49
135 305 152
305 397 361
79 61 308
45 197 90
994373 980516 201683
133 137 223
493342 1453300 1452889
264 80 194
26 57 135
133 103 84
598754 448240 78790
135 136 221
199 498 364
